id,education_level,country,university,program,ranking,academic_reputation,employer_reputation,faculty_student,citations_per_faculty,international_faculty,international_students,international_research_network,employment_outcomes,sustainability,qs_overall_score
2632,magistratura,Rusiya Federasiyası,Lomonosov Moscow State University,Applied Mathematics and Computer Science,94,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,61.4
2633,magistratura,Rusiya Federasiyası,Lomonosov Moscow State University,Fundamental Informatics and Information Technologies,94,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,61.4
2634,magistratura,Rusiya Federasiyası,Lomonosov Moscow State University,Mathematics and Computer Science,94,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,61.4
2635,magistratura,Rusiya Federasiyası,Saint Petersburg State University,Applied Informatics,365,36.3,30.5,59.4,4.6,4.9,38.9,83.9,71.7,3.2,31.6
2636,magistratura,Rusiya Federasiyası,Saint Petersburg State University,Engineering Oriented Computer Science and Artificial Intelligence,365,36.3,30.5,59.4,4.6,4.9,38.9,83.9,71.7,3.2,31.6
2637,magistratura,Səudiyyə Ərəbistanı,King Abdulaziz University,Computer Programming,149,59.8,61.4,41.6,34.4,89.3,9.5,93.1,35.9,58.4,52.2
2638,magistratura,Səudiyyə Ərəbistanı,King Abdulaziz University,Cybersecurity,149,59.8,61.4,41.6,34.4,89.3,9.5,93.1,35.9,58.4,52.2
2639,magistratura,Səudiyyə Ərəbistanı,King Abdulaziz University,Electrical Engineering and Computing,149,59.8,61.4,41.6,34.4,89.3,9.5,93.1,35.9,58.4,52.2
2640,magistratura,Səudiyyə Ərəbistanı,King Abdulaziz University,Electrical Engineering,149,59.8,61.4,41.6,34.4,89.3,9.5,93.1,35.9,58.4,52.2
2641,magistratura,Səudiyyə Ərəbistanı,King Fahd University of Petroleum and Minerals,Artificial Intelligence,,,,,,,,,,,
2642,magistratura,Səudiyyə Ərəbistanı,King Fahd University of Petroleum and Minerals,Computer Engineering,,,,,,,,,,,
2643,magistratura,Səudiyyə Ərəbistanı,King Fahd University of Petroleum and Minerals,Cybersecurity,,,,,,,,,,,
2644,magistratura,Səudiyyə Ərəbistanı,King Fahd University of Petroleum and Minerals,Electrical Engineering,,,,,,,,,,,
2645,magistratura,Səudiyyə Ərəbistanı,King Saud University,Artificial Intelligence,200,39.4,28.7,54.3,40.0,99.4,15.0,95.1,99.0,33.0,46.2
2646,magistratura,Səudiyyə Ərəbistanı,King Saud University,Computer Science,200,39.4,28.7,54.3,40.0,99.4,15.0,95.1,99.0,33.0,46.2
2647,magistratura,Səudiyyə Ərəbistanı,Prince Mohammad Bin Fahd University,Electrical Engineering,513,20.3,23.0,23.1,27.8,100.0,18.8,23.3,2.8,1.2,23.7
2648,magistratura,Sinqapur Respublikası,"Nanyang Technological University, Singapore",Computer Science and Engineering,15,91.9,73.3,80.6,92.4,100.0,83.5,89.4,83.9,95.6,88.4
2649,magistratura,Sinqapur Respublikası,"Nanyang Technological University, Singapore",Electrical and Electronic Engineering,15,91.9,73.3,80.6,92.4,100.0,83.5,89.4,83.9,95.6,88.4
2650,magistratura,Sinqapur Respublikası,National University of Singapore,Electrical Engineering,8,99.5,91.1,68.8,93.1,100.0,88.9,91.6,100.0,97.7,93.7
2651,magistratura,Sinqapur Respublikası,National University of Singapore,Technology in Intelligent Systems,8,99.5,91.1,68.8,93.1,100.0,88.9,91.6,100.0,97.7,93.7
2652,magistratura,Sinqapur Respublikası,National University of Singapore,Technology in Software Engineering,8,99.5,91.1,68.8,93.1,100.0,88.9,91.6,100.0,97.7,93.7
2653,magistratura,Türkiyə Respublikası,Ankara University,Computer Engineering,,,,,,,,,,,
2654,magistratura,Türkiyə Respublikası,Ankara University,Electrical and Electronics Engineering,,,,,,,,,,,
2655,magistratura,Türkiyə Respublikası,Bilkent University,Computer Engineering,477,24.0,52.1,13.3,15.2,61.4,3.7,38.3,19.3,10.6,25.1
2656,magistratura,Türkiyə Respublikası,Bilkent University,Electrical and Electronics Engineering,477,24.0,52.1,13.3,15.2,61.4,3.7,38.3,19.3,10.6,25.1
2657,magistratura,Türkiyə Respublikası,Boğaziçi University,Computer Engineering,,,,,,,,,,,
2658,magistratura,Türkiyə Respublikası,Boğaziçi University,Electrical and Electronics Engineering,,,,,,,,,,,
2659,magistratura,Türkiyə Respublikası,Ege University,Computer Engineering,1001-1200,10.0,13.6,15.8,3.2,1.3,7.8,68.6,2.1,1.4,-
2660,magistratura,Türkiyə Respublikası,Ege University,Computer Science,1001-1200,10.0,13.6,15.8,3.2,1.3,7.8,68.6,2.1,1.4,-
2661,magistratura,Türkiyə Respublikası,Ege University,Electrical and Electronic Engineering,1001-1200,10.0,13.6,15.8,3.2,1.3,7.8,68.6,2.1,1.4,-
2662,magistratura,Türkiyə Respublikası,Ege University,Information Technologies and Internet Security,1001-1200,10.0,13.6,15.8,3.2,1.3,7.8,68.6,2.1,1.4,-
2663,magistratura,Türkiyə Respublikası,Ege University,Information Technologies,1001-1200,10.0,13.6,15.8,3.2,1.3,7.8,68.6,2.1,1.4,-
2664,magistratura,Türkiyə Respublikası,Gazi University,Electrical and Electronics Engineering,,,,,,,,,,,
2665,magistratura,Türkiyə Respublikası,Istanbul Technical University,Computer Engineering,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
2666,magistratura,Türkiyə Respublikası,Istanbul Technical University,Computer Science,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
2667,magistratura,Türkiyə Respublikası,Istanbul Technical University,Cybersecurity Engineering and Cryptography,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
2668,magistratura,Türkiyə Respublikası,Istanbul Technical University,Defense Technologies,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
2669,magistratura,Türkiyə Respublikası,Istanbul Technical University,Electrical Engineering,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
2670,magistratura,Türkiyə Respublikası,Istanbul Technical University,Electronics Engineering,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
2671,magistratura,Türkiyə Respublikası,Istanbul Technical University,Game and Interaction Technologies,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
2672,magistratura,Türkiyə Respublikası,Istanbul Technical University,Information and Communications Engineering,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
2673,magistratura,Türkiyə Respublikası,Istanbul Technical University,Information Technologies,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
2674,magistratura,Türkiyə Respublikası,Koç University,Computer Science and Engineering,401,24.3,54.6,19.1,32.4,24.7,13.0,51.6,6.8,34.8,29.6
2675,magistratura,Türkiyə Respublikası,Koç University,Electrical and Electronics Engineering,401,24.3,54.6,19.1,32.4,24.7,13.0,51.6,6.8,34.8,29.6
2676,magistratura,Türkiyə Respublikası,Middle East Technical University,Computer Engineering,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
2677,magistratura,Türkiyə Respublikası,Middle East Technical University,Cyber Security,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
2678,magistratura,Türkiyə Respublikası,Middle East Technical University,Electrical and Electronics Engineering,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
2679,magistratura,Türkiyə Respublikası,Middle East Technical University,Information Systems,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
2680,magistratura,Türkiyə Respublikası,Sabanci University,Computer Science and Engineering,516,19.5,44.6,38.2,19.4,32.0,14.2,25.9,7.2,7.9,23.6
2681,magistratura,Türkiyə Respublikası,Sabanci University,Cyber Security,516,19.5,44.6,38.2,19.4,32.0,14.2,25.9,7.2,7.9,23.6
2682,magistratura,Türkiyə Respublikası,Sabanci University,Electronics Engineering,516,19.5,44.6,38.2,19.4,32.0,14.2,25.9,7.2,7.9,23.6
2683,magistratura,Türkiyə Respublikası,Yıldız Technical University,Computer Engineering,,,,,,,,,,,
2684,magistratura,Türkiyə Respublikası,Yıldız Technical University,Cyber Security and Cryptography,,,,,,,,,,,
2685,magistratura,Vyetnam Sosialist Respublikası,Duy Tan University,Electrical Engineering,495,11.9,25.3,3.9,49.0,37.7,1.4,83.5,4.4,29.0,24.4
2686,magistratura,Vyetnam Sosialist Respublikası,Duy Tan University,Mechanical Engineering Electrical Engineering,495,11.9,25.3,3.9,49.0,37.7,1.4,83.5,4.4,29.0,24.4
2687,magistratura,Vyetnam Sosialist Respublikası,Ton Duc Thang University,Computer Science,711-720,5.0,6.4,5.2,51.7,9.9,1.4,90.7,4.7,3.8,-
2688,magistratura,Yaponiya,Kyoto University,Communications and Computer Engineering,50,98.8,99.0,94.2,39.3,15.9,19.0,85.7,72.8,85.2,76
2689,magistratura,Yaponiya,Kyoto University,Intelligence Science and Technology,50,98.8,99.0,94.2,39.3,15.9,19.0,85.7,72.8,85.2,76
2690,magistratura,Yaponiya,Kyushu University,Electrical and Electronic Engineering,167,58.3,66.5,78.4,27.9,18.7,14.1,69.9,15.1,77.6,50.3
2691,magistratura,Yaponiya,Tokyo Institute of Technology,Computer Science,84,75.1,94.1,84.1,43.1,23.4,30.5,61.2,23.7,62.2,63.7
2692,magistratura,Yaponiya,Tokyo Institute of Technology,Electrical and Electronic Engineering,84,75.1,94.1,84.1,43.1,23.4,30.5,61.2,23.7,62.2,63.7
2693,magistratura,Yaponiya,Tokyo Institute of Technology,Mathematical and Computing Science,84,75.1,94.1,84.1,43.1,23.4,30.5,61.2,23.7,62.2,63.7
2694,magistratura,Yaponiya,University of Tsukuba,Computer Science,377,36.6,22.5,54.7,17.3,12.4,19.3,66.9,9.8,63.4,31.1
2695,magistratura,Yaponiya,University of Tsukuba,Informatics,377,36.6,22.5,54.7,17.3,12.4,19.3,66.9,9.8,63.4,31.1
2696,magistratura,Birləşmiş Krallıq,Queen Mary University of London,Data Science and Artificial Intelligence,120,48.3,36.9,30.4,62.8,99.5,99.2,92.5,21.4,95.6,55.8
2697,bakalavriat,Almaniya Federativ Respublikası,Heidelberg University,Economics,,,,,,,,,,,
2698,bakalavriat,Almaniya Federativ Respublikası,LMU Munich,Economics,,,,,,,,,,,
2699,bakalavriat,Birləşmiş Ərəb Əmirlikləri,United Arab Emirates University,Economics,261,30.1,38.3,49.8,16.6,100.0,34.2,86.2,82.0,36.6,39.4
2700,bakalavriat,Birləşmiş Ərəb Əmirlikləri,University of Sharjah,Economics,332,20.9,38.6,19.1,23.9,100.0,100.0,48.1,48.0,16.5,33.6
2701,bakalavriat,Birləşmiş Krallıq,Imperial College London,"Economics, Finance and Data Science",2,98.5,99.5,98.2,93.9,100.0,99.6,97.4,93.4,99.7,98.5
2702,bakalavriat,Birləşmiş Krallıq,King’s College London,Economics,,,,,,,,,,,
2703,bakalavriat,Birləşmiş Krallıq,London School of Economics and Political Science,Econometrics and Mathematical Economics,50,67.2,97.0,35.1,69.4,100.0,100.0,81.2,99.6,91.3,76
2704,bakalavriat,Birləşmiş Krallıq,London School of Economics and Political Science,Economics,50,67.2,97.0,35.1,69.4,100.0,100.0,81.2,99.6,91.3,76
2705,bakalavriat,Birləşmiş Krallıq,UCL,Economics,9,99.5,98.3,95.9,72.2,99.0,100.0,99.9,70.3,74.8,91.6
2706,bakalavriat,Birləşmiş Krallıq,University of Birmingham,Economics,80,68.9,69.0,39.0,40.5,92.6,89.3,97.5,44.5,96.8,64.1
2707,bakalavriat,Birləşmiş Krallıq,University of Bristol,Economics and Accounting,54,75.8,82.5,36.7,75.9,87.5,89.8,94.6,51.2,98.9,75.4
2708,bakalavriat,Birləşmiş Krallıq,University of Edinburgh,Economics and Mathematics,27,98.3,97.2,65.5,47.7,98.7,99.8,99.5,55.9,99.0,83.3
2709,bakalavriat,Birləşmiş Krallıq,University of Edinburgh,Economics,27,98.3,97.2,65.5,47.7,98.7,99.8,99.5,55.9,99.0,83.3
2710,bakalavriat,Birləşmiş Krallıq,University of Glasgow,Economics,78,77.4,67.7,38.0,32.5,95.7,99.4,97.6,33.5,98.5,65
2711,bakalavriat,Birləşmiş Krallıq,University of Manchester,Economics and Finance,34,95.6,98.1,51.3,45.1,93.1,99.2,99.2,87.6,99.8,82
2712,bakalavriat,Birləşmiş Krallıq,University of Manchester,Economics,34,95.6,98.1,51.3,45.1,93.1,99.2,99.2,87.6,99.8,82
2713,bakalavriat,Birləşmiş Krallıq,University of Oxford,Economics and Management,3,100.0,100.0,100.0,84.8,98.1,97.7,100.0,100.0,85.0,96.9
2714,bakalavriat,Birləşmiş Krallıq,University of Warwick,Economics,69,72.2,86.4,35.5,37.7,98.1,99.1,94.2,65.7,89.7,68.2
2715,bakalavriat,Çin Xalq Respublikası,Beijing Normal University,Economics,271,33.9,10.3,24.2,92.6,6.6,21.3,70.8,10.5,19.7,38.5
2716,bakalavriat,Çin Xalq Respublikası,Beijing University of Chemical Technology,Economics,701-710,4.5,1.8,19.0,67.1,2.5,1.7,37.2,2.4,1.3,-
2717,bakalavriat,Çin Xalq Respublikası,Chinese University of Hong Kong,Economics,36,86.7,53.3,64.2,92.9,100.0,87.5,74.2,89.0,86.7,81.3
2718,bakalavriat,Çin Xalq Respublikası,Hunan University,Economics,448,7.9,10.3,15.2,90.6,4.6,1.8,46.5,23.1,2.7,26.6
2719,bakalavriat,Çin Xalq Respublikası,Xiamen University,Economics,362,23.6,16.2,19.0,72.2,5.1,3.1,62.6,46.0,15.4,31.7
2720,bakalavriat,Çin Xalq Respublikası,Nanjing University,Economics,145,57.1,32.5,35.6,93.0,61.9,7.6,67.1,29.0,16.5,53
2721,bakalavriat,Çin Xalq Respublikası,Peking University,Economics,14,99.5,96.6,92.6,97.7,50.3,23.6,79.8,94.2,46.9,88.5
2722,bakalavriat,Çin Xalq Respublikası,University of Hong Kong,Economics and Finance,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
2723,bakalavriat,Çin Xalq Respublikası,University of Hong Kong,Economics,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
2724,bakalavriat,İspaniya Krallığı,Autonomous University of Madrid,Economics and Finance,,,,,,,,,,,
2725,bakalavriat,İspaniya Krallığı,Pompeu Fabra University,Economics,,,,,,,,,,,
2726,bakalavriat,İtaliya Respublikası,Free University of Bozen-Bolzano,Economics and Management,661-670,5.8,1.5,12.8,42.6,72.3,37.4,49.3,3.4,2.0,-
2727,bakalavriat,İtaliya Respublikası,University of Florence,Economics and Trade,375,34.6,8.4,4.4,46.6,7.3,12.3,88.5,30.3,74.5,31.2
2728,bakalavriat,İtaliya Respublikası,University of Milan,Economics and Management,285,52.8,17.0,6.4,39.6,6.5,6.8,85.5,44.1,74.8,37.2
2729,bakalavriat,İtaliya Respublikası,University of Pavia,Economics,,,,,,,,,,,
2730,bakalavriat,İtaliya Respublikası,University of Rome II- Tor Vergata,Economics and Finance,,,,,,,,,,,
2731,bakalavriat,İtaliya Respublikası,University of Siena,Economics and Management,691-700,13.6,3.5,9.7,40.4,2.9,10.8,61.0,9.3,27.9,-
2732,bakalavriat,Koreya Respublikası,Chung-Ang University,Economics,489,16.0,31.9,67.8,9.3,14.2,37.8,29.9,13.5,49.5,24.5
2733,bakalavriat,Koreya Respublikası,Sejong University,Economics,396,10.8,16.1,11.9,76.9,23.8,31.2,64.1,1.8,45.9,29.7
2734,bakalavriat,Koreya Respublikası,Seoul National University,Economics,31,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,82.3
2735,bakalavriat,Koreya Respublikası,Sungkyunkwan University (SKKU),Economics,,,,,,,,,,,
2736,bakalavriat,Koreya Respublikası,Sungkyunkwan University (SKKU),International Trade and Policy (Interdisciplinary),,,,,,,,,,,
2737,bakalavriat,Koreya Respublikası,Sungkyunkwan University (SKKU),Quantitative Applied Economics,,,,,,,,,,,
2738,bakalavriat,Koreya Respublikası,Yonsei University,Economics,56,81.5,97.0,84.2,44.1,20.7,51.2,78.7,87.8,88.9,72.9
2739,bakalavriat,Malayziya,Universiti Utara Malaysia,Economics,554,22.0,25.4,38.8,8.2,19.4,79.3,34.1,12.3,5.3,22.4
2740,bakalavriat,Rusiya Federasiyası,MGIMO University,World Economy and Innovations,567,9.8,25.4,100.0,1.3,11.3,41.3,5.7,60.0,1.0,21.9
2741,bakalavriat,Sinqapur Respublikası,National University of Singapore,Economics,8,99.5,91.1,68.8,93.1,100.0,88.9,91.6,100.0,97.7,93.7
2742,bakalavriat,Türkiyə Respublikası,Bilkent University,Economics,477,24.0,52.1,13.3,15.2,61.4,3.7,38.3,19.3,10.6,25.1
2743,bakalavriat,Türkiyə Respublikası,Boğaziçi University,Economics,,,,,,,,,,,
2744,bakalavriat,Türkiyə Respublikası,Hacettepe University,Economics,641-650,22.5,29.4,10.8,7.1,4.0,3.5,72.1,22.2,34.8,-
2745,bakalavriat,Türkiyə Respublikası,Middle East Technical University,Economics,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
2746,bakalavriat,Türkiyə Respublikası,Sabanci University,Economics,516,19.5,44.6,38.2,19.4,32.0,14.2,25.9,7.2,7.9,23.6
2747,bakalavriat,Yaponiya,University of Tokyo,Economics,32,100.0,99.8,89.3,57.3,10.1,29.7,87.4,99.9,98.3,82.1
2748,magistratura,Almaniya Federativ Respublikası,Heidelberg University,Economics,,,,,,,,,,,
2749,magistratura,Almaniya Federativ Respublikası,LMU Munich,Economics,,,,,,,,,,,
2750,magistratura,Almaniya Federativ Respublikası,LMU Munich,Quantitative Economics,,,,,,,,,,,
2751,magistratura,Amerika Birləşmiş Ştatları,Columbia University,Economics,34,99.6,98.8,100.0,31.7,41.5,97.0,98.5,99.9,71.8,82
2752,magistratura,Amerika Birləşmiş Ştatları,Columbia University,Financial Economics,34,99.6,98.8,100.0,31.7,41.5,97.0,98.5,99.9,71.8,82
2753,magistratura,Amerika Birləşmiş Ştatları,Duke University,Economics and Computation,61,86.0,74.7,100.0,35.1,16.3,61.0,93.3,85.5,75.0,70.8
2754,magistratura,Amerika Birləşmiş Ştatları,Duke University,Economics,61,86.0,74.7,100.0,35.1,16.3,61.0,93.3,85.5,75.0,70.8
2755,magistratura,Amerika Birləşmiş Ştatları,Duke University,Quantitative Financial Economics,61,86.0,74.7,100.0,35.1,16.3,61.0,93.3,85.5,75.0,70.8
2756,magistratura,Amerika Birləşmiş Ştatları,"University of California, Berkeley",Demography,12,100.0,100.0,23.5,98.2,91.5,61.0,97.2,98.4,100.0,90.1
2757,magistratura,Amerika Birləşmiş Ştatları,"University of California, Los Angeles",Quantitative Economics,42,100.0,99.8,35.4,74.0,42.2,22.3,95.5,94.7,67.1,79.8
2758,magistratura,Amerika Birləşmiş Ştatları,University of Chicago,MAPSS - Economics Concentration,21,99.1,96.4,94.2,60.8,79.0,87.0,85.1,99.1,46.9,86.2
2759,magistratura,Amerika Birləşmiş Ştatları,University of Michigan-Ann Arbor,Applied Economics,44,97.9,92.1,80.3,47.6,65.5,39.2,95.8,94.5,62.2,79
2760,magistratura,Amerika Birləşmiş Ştatları,University of Washington,Real Estate,76,81.9,55.5,28.6,78.8,11.0,32.8,95.6,68.7,66.5,65.3
2761,magistratura,Amerika Birləşmiş Ştatları,Yale University,International and Development Economics,23,99.9,99.9,100.0,38.6,91.5,63.3,93.9,98.5,92.2,85.2
2762,magistratura,Avstraliya İttifaqı,University of Melbourne,Economics,13,98.5,93.9,15.4,93.0,95.1,99.8,97.4,96.5,99.6,88.9
2763,magistratura,Avstriya Respublikası,University of Vienna,Global Demography,137,70.9,40.4,23.2,13.0,100.0,92.0,96.0,89.7,60.9,53.9
2764,magistratura,Birləşmiş Krallıq,London School of Economics and Political Science,Econometrics and Mathematical Economics,50,67.2,97.0,35.1,69.4,100.0,100.0,81.2,99.6,91.3,76
2765,magistratura,Birləşmiş Krallıq,London School of Economics and Political Science,Economics,50,67.2,97.0,35.1,69.4,100.0,100.0,81.2,99.6,91.3,76
2766,magistratura,Birləşmiş Krallıq,University of Cambridge,Economics,5,100.0,100.0,100.0,84.6,100.0,94.8,99.3,100.0,84.8,96.7
2767,magistratura,Birləşmiş Krallıq,University of Edinburgh,Mathematical Economics and Econometrics,27,98.3,97.2,65.5,47.7,98.7,99.8,99.5,55.9,99.0,83.3
2768,magistratura,Birləşmiş Krallıq,University of Manchester,Financial Economics,34,95.6,98.1,51.3,45.1,93.1,99.2,99.2,87.6,99.8,82
2769,magistratura,Birləşmiş Krallıq,University of Oxford,Economics for Development,3,100.0,100.0,100.0,84.8,98.1,97.7,100.0,100.0,85.0,96.9
2770,magistratura,Birləşmiş Krallıq,University of Oxford,Financial Economics,3,100.0,100.0,100.0,84.8,98.1,97.7,100.0,100.0,85.0,96.9
2771,magistratura,Çin Xalq Respublikası,Beihang University,Applied Economics,452,12.1,7.8,41.5,72.1,7.0,4.5,51.2,12.8,4.3,26.4
2772,magistratura,Çin Xalq Respublikası,Beijing Normal University,"Population, Resources and Environmental Economics",271,33.9,10.3,24.2,92.6,6.6,21.3,70.8,10.5,19.7,38.5
2773,magistratura,Çin Xalq Respublikası,Chinese University of Hong Kong,Economics,36,86.7,53.3,64.2,92.9,100.0,87.5,74.2,89.0,86.7,81.3
2774,magistratura,Çin Xalq Respublikası,Harbin Institute of Technology,Applied Economics,252,27.1,21.1,33.7,99.8,8.0,5.0,68.6,28.3,14.6,40.3
2775,magistratura,Çin Xalq Respublikası,Xi’an Jiaotong University,Quantitative Economics,295,19.0,39.4,14.0,89.5,3.9,3.8,80.5,26.4,18.2,36.9
2776,magistratura,Çin Xalq Respublikası,Peking University,Economics,14,99.5,96.6,92.6,97.7,50.3,23.6,79.8,94.2,46.9,88.5
2777,magistratura,Çin Xalq Respublikası,Tsinghua University,Applied Economics,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
2778,magistratura,Çin Xalq Respublikası,Tsinghua University,Theoretical Economics,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
2779,magistratura,Çin Xalq Respublikası,University of Hong Kong,Economics,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
2780,magistratura,Çin Xalq Respublikası,Wuhan University,Quantitative Economics,194,39.2,40.5,14.0,91.9,39.2,4.9,78.2,46.5,22.2,46.7
2781,magistratura,İrlandiya Respublikası,Trinity College Dublin,Economics,87,69.5,47.4,20.2,58.4,99.3,88.0,91.3,88.6,57.7,62.9
2782,magistratura,İspaniya Krallığı,Pompeu Fabra University,Economics and Finance,,,,,,,,,,,
2783,magistratura,İspaniya Krallığı,Pompeu Fabra University,"Economics, Finance and Management",,,,,,,,,,,
2784,magistratura,İspaniya Krallığı,Universitat Autònoma de Barcelona (UAB),Economic Analysis,,,,,,,,,,,
2785,magistratura,İspaniya Krallığı,University of Barcelona,Economics,,,,,,,,,,,
2786,magistratura,İsrail Dövləti,Ben-Gurion University of the Negev,Economics,471,14.4,14.5,11.1,51.7,64.0,14.3,64.9,16.3,11.8,25.5
2787,magistratura,İsrail Dövləti,Hebrew University of Jerusalem,Demography,281,32.8,18.2,79.3,19.4,53.2,23.8,77.8,94.6,34.2,37.9
2788,magistratura,İsveç Krallığı,Stockholm University,Demography,128,52.5,21.0,26.7,64.5,80.7,89.8,95.7,86.6,58.7,54.8
2789,magistratura,İtaliya Respublikası,Free University of Bozen-Bolzano,Accounting and Finance,661-670,5.8,1.5,12.8,42.6,72.3,37.4,49.3,3.4,2.0,-
2790,magistratura,İtaliya Respublikası,Sant'Anna School of Advanced Studies-Pisa,Economics,,,,,,,,,,,
2791,magistratura,İtaliya Respublikası,University of Bologna,Applied Economics and Markets,133,80.8,47.8,3.7,46.6,14.5,12.3,96.0,53.8,88.4,54.1
2792,magistratura,İtaliya Respublikası,University of Bologna,Economics and Econometrics,133,80.8,47.8,3.7,46.6,14.5,12.3,96.0,53.8,88.4,54.1
2793,magistratura,İtaliya Respublikası,University of Bologna,Economics and Public Policy,133,80.8,47.8,3.7,46.6,14.5,12.3,96.0,53.8,88.4,54.1
2794,magistratura,İtaliya Respublikası,University of Bologna,Geography and Territorial Processes,133,80.8,47.8,3.7,46.6,14.5,12.3,96.0,53.8,88.4,54.1
2795,magistratura,İtaliya Respublikası,University of Bologna,Resource Economics and Sustainable Development,133,80.8,47.8,3.7,46.6,14.5,12.3,96.0,53.8,88.4,54.1
2796,magistratura,İtaliya Respublikası,University of Naples-Federico II,Economics and Finance,,,,,,,,,,,
2797,magistratura,İtaliya Respublikası,University of Pisa,Economics,382,40.4,15.1,8.6,38.8,5.9,4.2,88.3,15.0,56.7,30.7
2798,magistratura,İtaliya Respublikası,University of Rome II- Tor Vergata,Economics and Management,,,,,,,,,,,
2799,magistratura,İtaliya Respublikası,University of Rome II- Tor Vergata,Economics,,,,,,,,,,,
2800,magistratura,İtaliya Respublikası,University of Siena,Economics,691-700,13.6,3.5,9.7,40.4,2.9,10.8,61.0,9.3,27.9,-
2801,magistratura,Koreya Respublikası,Hanyang University,Applied Economics,162,43.0,78.0,77.1,28.5,17.4,57.6,63.0,43.3,85.8,51.1
2802,magistratura,Koreya Respublikası,Seoul National University,Economics,31,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,82.3
2803,magistratura,Koreya Respublikası,Sungkyunkwan University (SKKU),Economics,,,,,,,,,,,
2804,magistratura,Koreya Respublikası,Sungkyunkwan University (SKKU),International Trade and Policy (Interdisciplinary),,,,,,,,,,,
2805,magistratura,Koreya Respublikası,Sungkyunkwan University (SKKU),Quantitative Applied Economics,,,,,,,,,,,
2806,magistratura,Malayziya,Universiti Kebangsaan Malaysia,Behavioral Economics,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
2807,magistratura,Malayziya,Universiti Kebangsaan Malaysia,Econometrics,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
2808,magistratura,Malayziya,Universiti Teknologi Malaysia,Real Estate,181,48.6,59.6,46.0,40.5,14.1,86.9,82.9,18.0,52.1,48.5
2809,magistratura,Malayziya,Universiti Utara Malaysia,Economics,554,22.0,25.4,38.8,8.2,19.4,79.3,34.1,12.3,5.3,22.4
2810,magistratura,Malayziya,University of Malaya,Economics,,,,,,,,,,,
2811,magistratura,Malayziya,University of Malaya,Real Estate,,,,,,,,,,,
2812,magistratura,Pakistan İslam Respublikası,Capital University of Science and Technology,Accounting and Finance,,,,,,,,,,,
2813,magistratura,Rusiya Federasiyası,HSE University,Economics and Economic Policy,410,24.0,38.4,84.8,1.8,6.6,13.5,83.6,13.0,44.6,29
2814,magistratura,Rusiya Federasiyası,HSE University,Financial Economics,410,24.0,38.4,84.8,1.8,6.6,13.5,83.6,13.0,44.6,29
2815,magistratura,Rusiya Federasiyası,MGIMO University,Economics,567,9.8,25.4,100.0,1.3,11.3,41.3,5.7,60.0,1.0,21.9
2816,magistratura,Səudiyyə Ərəbistanı,King Abdulaziz University,Economics,149,59.8,61.4,41.6,34.4,89.3,9.5,93.1,35.9,58.4,52.2
2817,magistratura,Türkiyə Respublikası,Bilkent University,Economics,477,24.0,52.1,13.3,15.2,61.4,3.7,38.3,19.3,10.6,25.1
2818,magistratura,Türkiyə Respublikası,Boğaziçi University,Economics and Finance,,,,,,,,,,,
2819,magistratura,Türkiyə Respublikası,Boğaziçi University,Economics,,,,,,,,,,,
2820,magistratura,Türkiyə Respublikası,Hacettepe University,Demography,641-650,22.5,29.4,10.8,7.1,4.0,3.5,72.1,22.2,34.8,-
